NB2020 [recipe] data (yossy) 2026-01-10
code	user	root	branch	public	protect	draft	favorite	name	dish	type	role	tech	time	cost	sum	protocol	date
yo-r-8pdovxwg0LbpqlPrfS7Q	yossy	yo-r-llCcmjrLliweUMtEdDwO	0	0	0	1	0	かぼちゃとベーコンの煮物	2	1	3	1	0	0	06048:200:g:200::冷凍可:1.0:200<t>11183:40:枚（ハーフ）:4:::1.0:40<t>P00001:200:カップ:1:::1.0:200<t>17028:4.0:小さじ:1:::1.0:4.0<t>03003:6.0:小さじ:2:::1.0:6.0<t>17007:3.0:小さじ:0.5:::1.0:3.0	#群馬のお教室<n>#<n>かぼちゃは種を取り除き、食べやすい大きさに切る。<n>@高さを揃えると落とし蓋がしやすい<n><n>鍋に出汁と砂糖とかぼちゃを入れて、落とし蓋をして５分ほど煮る。<n>醤油を加え、さらに５分程煮て、竹串で火が通ったか確かめる。<n>@かぼちゃが固ければ向きを変え、煮る時間を延長する<n>煮汁が少なくなるまで煮詰める。<n><n>器に盛り付け仕上げる。	2025-08-19
yo-r-8qGNtKp3XsPNTR5wrNGK	yossy		0	1	1	0	0	ザク切り白菜とカブのおかず椀	2	1	4	1	0	0	06233:80:g:80:::1.0:80<t>11129:80:g:80:::1.0:80<t>06038:0.1e3:g:0.1e3:::1.0:0.1e3<t>06034:40:g:40:::1.0:40<t>P00001:500:カップ:2.5:::1.0:500<t>17028:4.0:小さじ:1:::1.0:4.0<t>17045:17:大さじ:1:::1.0:17	#群馬のお教室<n>#<n>白菜は3cmのざく切り。<n>果布が4-6等分に切り、葉は綺麗な所を3cm長さに切る。<n>豚肉は食べやすい大きさに切る。<n><n>鍋にカブと白菜、その上に豚肉を乗せ、水を入れて灰汁を取りながら加熱する。<n>野菜が柔らかくなったら、出汁の素、味噌を加え調味する。<n><n>器に盛り入れ、仕上げる。	2020-05-01
yo-r-8UUCXC3y0ltXdoSM4m5Z	yossy		0	1	1	0	0	若鶏のソテ　シャスール風	1	5	2	9	0	0	11221:120:g:120::骨付き1本/人:1.0:120<t>06153:6.0:g:6::=エシャロット:1.0:6.0<t>06223:2.0:g:2:::1.0:2.0<t>08031:15:g:15:::1.0:15<t>06182:15:g:15:::1.0:15<t>17078:0.4:g:0.4:::1.0:0.4<t>P17017:2.0:g:02:::1.0:2.0<t>16010:30:g:30::=白ワイン:1.0:30<t>14019:5.0:g:5:::1.0:5.0<t>P17016:40:g:40:::1.0:40<t>17026:40:g:40:::1.0:40<t>17012:0.5:g:0.5:::1.0:0.5<t>17065:0.1:g:0.1:::1.0:0.1<t>14006:6.0:g:6:::1.0:6.0	#京都の学校<n>#<n>エシャロット、にんにくはみじん切り。<n>トマトは外側の果肉を5mm角、内側の果肉を粗くみじん切り。<n>生の場合はパセリとエストラゴンはみじん切り。<n>マッシュルームは3-4mmの薄切り。<n>鶏肉の外側の骨の関節を切り落とし、肉側を肉から外し、折り返して骨をむき出しにする。<n>@詳細は省略<n><n>鍋にサラダ油を熱し、皮目を下にしてじっくりと焼き色をつける。<n>裏返して焼き色をつける。<n>オーブンプレートに移して、200℃のオーブンで火を通す。<n>油を捨て、余熱でバターを溶かし、にんにく炒め、エシャロットを炒める。<n>マッシュルームを加えてしんなりすれば粗みじんのトマトとエストラゴンとパセリの茎を加える。<n>白ワインを加えしっかりと煮詰める。<n>フォンドボー、ブイヨンを加え、2/3量まで煮詰めたら、エストラゴンとパセリの茎を取り出す。<n>バターを加えコクを出す。<n>鶏もも肉をソースで温める。<n><n>温めた皿に盛り付け仕上げる。<n>@付け合せもあったほうが普通によし	2021-10-03
yo-r-8WLjUupzZA3JmRtYjCRF	yossy		0	1	1	0	0	キャロット・ラペ	1	5	3	7	0	0	06214:60:g:60:::1.0:60<t>17017:5.0:ml:5:::1.0:5.0<t>14001:18:ml:20:::1.0:18<t>17059:2.5:小さじ:1/2:::1.0:2.5<t>17012:0.3:g:0.3:::1.0:0.3<t>17065:0.01:g:0.01:::1.0:0.01	#京都の学校<n>#<n>にんじんは皮をむいて細めの千切りにする。<n>分量外の塩でをふり、もんでしなっとさせ、洗い流し、水気を切る。<n><n>ボウルにワイン酢、オリーブ油、マスタードを入れよく混ぜ、ヴィネグレットソースを作る。<n>にんじんを入れ和え、塩、胡椒で調味し、ラップをして冷蔵庫に入れて冷やす。	2020-08-17
yo-r-9005-90e0-d08e-3b34	yossy		0	1	1	0	0	麦飯・とろろ汁	2	1	1	1	0	0	01083:160:合:1.0:::1.0:160<t>P00001:180:合:1:::1.0:180<t>01006:40:g:40:::1.0:40<t>P00001:60:g:60:0::1.0:60<t>09002:0.2:g:0.2::適当:1.0:0.2<t>-:0:g:0:0::1.0:0<t>17021:0.1e3:g:0.1e3:::1.0:0.1e3<t>17008:5.9:小さじ:1:::1.0:5.9<t>16025:5.9:小さじ:1:::1.0:5.9<t>02026:200:g:200:::1.0:200<t>06227:2.0:g:2.0::晒しねぎ:1.0:2.0	#群馬のお教室<n>#<n>米は研いでザルにあげる。麦とともに分量の水で炊く。<n>鍋にだし汁、醤油、みりんを合わせて煮立て、冷ましておく。<n><n>長いも（大和芋）は皮をむき、分量外の酢水にさらす．<n>あたり鉢であたり棒できめ細かくなるまであたる。<n>冷ましただし汁を少しずつ入れ、よくすり混ぜる。<n><n>茶碗にご飯を盛り付け、青のりを散らす。<n>別の器にとろろを盛り付け、さらし葱を飾って仕上げる。	2021-09-12
yo-r-9024-32b6	yossy		0	0	0	0	0	三色団子	1	1	5	1	0	0	01120:15:g:15:::1.0:15<t>P00001:12:g:12:::1.0:12<t>03003:8.0:g:8:::1.0:8.0<t>16035:1.0:g:1:::1.0:1.0<t>P00011:0.2:g:0.2:::1.0:0.2<t>-:-:g:-:0:-:-:-<t>07102:20:g:20:::1.0:20<t>07072:8.0:g:8.0::1個/1:1.0:8.0	#食育セミナー	2023-04-27
yo-r-903b-6269-4dca-70d4	yossy		0	1	1	0	0	チーズあんパイ	2	7	5	9	0	0	04003:50:g:50:::1.0:50<t>13035:40:g:40:::1.0:40<t>07156:2.5:小さじ:1/2:::1.0:2.5<t>P01005:0.1e3:g:0.1e3:::1.0:0.1e3<t>12004:5.0:g:5.0::ドリュール、適当:1.0:5.0	#パイ<n>#余りもの合体<n>冷凍パイシートを半解凍にし、適当な大きさに切る。<n>ボウルにあんこ、クリームチーズを入れてよく混ぜる。<n>レモン汁を加え、更に混ぜる。<n>パイシートに包み、フォークを押し付けパイ生地の周りを開かないように閉じる。<n>オーブンの天板にクッキングシートを引き、パイを置き表面に卵黄を塗る。<n>200度に余熱したオーブンで15-20分、色づくまで焼く。<n>	2023-05-15
yo-r-904oqYhfKeqexHy1VVsY	yossy		0	1	1	0	0	青菜のおひたし	1	1	3	1	2	0	06268:50.0:g:50.0:::1.0<t>08040:15:g:15:::1.0<t>-:-:g:-:0::1.0<t>17021:20:g:20:::1.0<t>17008:3.0:g:3:::1.0<t>16025:1.0:g:1:::1.0	#京都の学校<n>#<n>ほうれん草は洗って、根の部分を切る。<n>椎茸は石突きを取り除き、薄切りにする。<n><n>ほうれん草は塩茹でにし、冷水にとって熱を取り、水気を切って3cmの長さに切る。<n><n>鍋にだし汁を入れ、薄口醤油、みりんを加え、椎茸を軽く煮る。<n>さらに、ほうれん草を加え、さっと煮て冷ます。<n>器に盛り付けて仕上げる。	2019-02-25
yo-r-9194-53bf-a963-8200	yossy		0	1	1	0	0	ツナと野菜のスープ煮	1	2	4	1	3	0	10264:80:10:1:::1.0:80<t>06182:160:個M:1:::1.0:160<t>06061:0.1e3:g:0.1e3:::1.0:0.1e3<t>06153:53:個M:1/4:::1.0:53<t>P00001:150:ml:150:::1.0:150<t>17027:2.7:個(味の素):1/2::=コンソメの素:1.0:2.7<t>17012:0.1:g:0.1::適当:1.0:0.1<t>17065:0.01:g:0.01::適当:1.0:0.01	#ソロ飯<n>#<n>トマトは6等分のくし形に切る。<n>キャベツはざく切りにする。<n>玉ねぎは横半分に切る。<n><n>鍋に野菜、水、コンソメの素を入れ蓋をして、沸騰するまで強火で加熱する。<n>沸騰したら、ツナ缶を汁ごと入れ中火で6-7分煮る。<n><n>塩、胡椒で味を調え、器に盛り入れて仕上げる。	2021-06-10
yo-r-91KZGd2okC3fOiLPoEPj	yossy		0	1	1	0	0	アスパラガスとはるさめの中華和え	1	3	3	6	2	2	06008:40:g:40.0::生:1.0:40<t>10376:10.0:g:10.0:::1.0:10.0<t>02039:5.0:g:5.0:::1.0:5.0<t>17015:6.0:g:6.0:::1.0:6.0<t>17007:4.0:g:4.0:::1.0:4.0<t>03003:2.0:g:2.0:::1.0:2.0<t>14002:2.0:g:2.0:::1.0:2.0<t>17006:0.1:g:0.1:::1.0:0.1<t>05018:1.0:g:1.0::白ごま:1.0:1.0	#京都の学校<n>#<n>アスパラガスはハカマを取り、根元を折り、筋を取り、塩茹でにして冷水に取り、水気を切り5cm長さに切る。<n>@長ければ切ってから茹でても良し<n>カニかまはほぐす。<n>春雨は熱湯で透き通るまで茹で、おか上げして粗熱を取り、5cm長さに切る。<n><n>ボウルに酢、濃い口醤油、上白糖、ごま油、ラー油を入れ混ぜ合わせる。<n>具材を加え、良く和える。<n><n>器に盛り付け、白ごまをふって仕上げる。	2018-04-02
yo-r-9272e835da5bbae8222c	yossy		0	1	1	0	0	揚げ豆腐と白菜のたいたん	1	1	2	1	0	0	06233:40:g:40:::1.0:40<t>04040:12:g:12:::1.0:12<t>10045:5.0:g:5:::1.0:5.0<t>17021:40:g:40:::1.0:40<t>17008:3.5:大さじ:1/5:::1.0:3.5<t>03003:1.0:小さじ:1/3:::1.0:1.0<t>14002:1.3:小さじ:1/3:::1.0:1.3	#郷土料理 おばんざい 京都 京都の学校<n>煮干しの頭、内臓、骨を取り除く。<n>白菜は5cm角の色紙切りにする。<n>油揚げは縦に２等分し、1cm幅の短冊切りにする。<n>出汁と調味料は合わせて、別の鍋で温めておく。<n><n>熱した鍋にごま油を入れ、白菜を軽く後、煮干し、油揚げを加え、出し汁を加えて煮る。<n>@落とし蓋をして煮含める	2022-05-22
yo-r-92a7-bc72-46e8-f1ce	yossy		0	1	1	0	0	枝豆塩ゆで	4	1	3	1	3	0	06015:500:g:500.0::1枝分・適当:1.0:500<t>17012:18:大さじ:1.0:0::0.1:1.8<t>-:0:g:0:0::1.0:0<t>P00001:800:ml:800.0:::0:0.0<t>17012:54:大さじ:3.0:::0.1:5.4	#肴<n>#材料の分量は全部どんぶり、塩気は強め、栄養はデタラメ<n>枝付き枝豆を枝から切り離しボウルに入れ、塩もみする。<n>鍋に塩水を沸かし、枝豆を7分程度茹でる。<n>固さを確認して良さそうなら、ザルに上げ冷水をかけて冷やす。<n><n>食べる前にお好みで分量外の塩をふる。	2025-02-04
yo-r-944b-9baa-03a2-4b2a	yossy		0	1	1	0	0	吸油量-天ぷら:さやいんげん (30%)	1	0	100	0	0	0	14006:30:g:30.0::吸油量:1.0:30<t>01015:24:g:23.8::衣:1.0:24<t>12004:14:g:14.4::衣:1.0:14	参考<n>女子栄養大学出版部<n>調理のためのベーシックデータ　第４版	2022-03-13
yo-r-94a136d671cbb7cf1412	yossy		0	1	1	0	0	鯛のあら炊き	2	1	2	1	0	0	P10002:350:g:350.0::適当:1.0:350<t>06084:0.1e3:g:0.1e3:0::1.0:0.1e3<t>-:0:0:0:0::1.0:0<t>P00001:200:カップ:1:0::1.0:200<t>17138:150:カップ:3/4:::1.0:150<t>17007:35:大さじ:2:::1.0:35<t>16025:35:大さじ:2:::1.0:35<t>03003:27:大さじ:3:::1.0:27<t>17007:18:大さじ:1.0:0:仕上げ用:1.0:18<t>-:0:0:0:0::1.0:0<t>P06010:1.0:g:1.0::適当:1.0:1.0	#男の子 和食<n>#<n>真鯛の頭を口側から包丁の刃元を使って割り、湯通しし、鱗や血合いを掃除する。<n>中骨は丁の刃元を使って食べやすい大きさに切る。<n>ごぼうは皮をこそぎ落とし、拍子木に切り、水に晒す。<n><n>鍋にごぼうを敷き、真鯛のアラ、水、酒を入れて強火で煮立て、火を弱めてアクをとる。<n>みりん、砂糖を加え、落し蓋をして、強火のまま5分程煮る。<n>醤油を加え、落し蓋をして、更に10分程煮る。<n>落し蓋を取り、仕上げ用の醤油を加え、回しがけながら少し汁を残るまで煮詰める。<n>@煮詰める度合いは汁の量は目安で、ちゃんと味を見ましょう<n><n>器に盛り付けて、木の芽をのせて仕上げる。<n>#写真は木の芽なし	2022-06-06
yo-r-94dc-8761-e102-6761	yossy		0	1	1	0	0	ギョニソーねぎ焼き	1	1	2	3	0	0	10388:70:17:1.0::1本/人:1.0:70<t>06226:40:g:40:::1.0:40<t>02034:18:大さじ:2.0::=片栗粉:1.0:18<t>12004:55:個M:1:::1.0:55<t>14002:4.0:小さじ:1:0::1.0:4.0<t>-:0:g:0:0::1.0:0<t>06263:33:15:50:0::1.0:33<t>-:0:g:0:0::1.0:0<t>17007:5.0:g:5.0::適当:1.0:5.0<t>17069:2.0:g:2.0::適当:1.0:2.0	#ソロ飯<n>#<n>ブロッコリーは小房に分け、器に盛り付け、ラップをし電子レンジで500W1分加熱する。<n>ねぎとソーセージは斜め薄切りにし、ボウルに入れる。<n>ボウルに片栗粉を加えてまぶし、卵を加えて混ぜる。<n><n>フライパンに油を入れて熱し、生地を等分して入れ、弱火で焼く。<n>フライ返しで押さえながら焼き色がつくまで両面焼く。<n><n>器のラップを外し、ねぎ焼きを盛り付け、生姜醤油を添えて仕上げる。	2021-09-06
yo-r-95eBQgm0LCBjM8bfQpXT	yossy		0	1	1	0	0	粕汁	2	1	4	1	0	0	17053:40:g:40:::1.0:40<t>P00001:500:カップ:2.5:::1.0:500<t>17028:4.0:小さじ:1:::1.0:4.0<t>17045:17:大さじ:1:::1.0:17<t>10139:60:g:60:::1.0:60<t>06134:50:g:50:::1.0:50<t>06214:20:g:20:::1.0:20<t>06226:10:g:10:::1.0:10<t>04040:20:g:20:::1.0:20	#群馬のお教室<n>#<n>酒粕は出汁の一部で溶きほぐす。<n>大根と人参は5 mm厚さのいちょう切りにする。<n>ねぎは1 cm幅のぶつ切りにする。<n>油揚げは半分に切り、5 mm幅に切る。<n>鮭はぶつ切りにして、熱湯でさっと霜降りにする。<n><n>鍋にだし汁を入れて、大根と人参を柔らかくなるまで煮る。<n>味噌、鮭、酒粕、ねぎ、油揚げを入れてひと煮立ちさせる。<n><n>器に盛り付けて、仕上げる。	2019-02-24
yo-r-95fa-ef89-a9e9-b829	yossy		0	1	1	0	0	油淋鶏	1	3	2	7	3	0	11289:100:g:100.0:0:市販品:1.0:100<t>+::::0:たれ:1.0<t>06226:10:g:10:::1.0:10<t>17137:18:大さじ:1:::1.0:18<t>17069:2.5:小さじ:1/2:::1.0:2.5<t>14002:2.0:小さじ:1/2:::1.0:2.0<t>03003:1.5:小さじ:1/2:0::1.0:1.5<t>-:0:g:0:0::1.0:0<t>06182:110:10:1.0::小1個/人:1.0:110<t>06312:80:g:80::2-3枚/人:1.0:80	#ソロ飯<n>#<n>トマトは食べやすく切る。<n>レタスは手でちぎる。<n>ねぎは粗みじん切り。<n>ボウルにたれの材料を入れて混ぜ合わせる。<n><n>唐揚げは皿にペーパータオルを敷き、電子レンジで温める。<n>@時間は表示を参考に適当に調節する。<n>熱々の唐揚げをたれに絡める。<n><n>器にトマト、レタス、唐揚げを盛り付け、タレをかけて仕上げる。	2021-09-15
yo-r-966e-3756-aee3-4c2e	yossy		0	1	1	0	0	肉じゃが	1	1	2	10	3	0	P11002:0.1e3:g:0.1e3:::1.0:0.1e3<t>17012:0.3:g:0.3::適当:1.0:0.3<t>17065:0.01:g:0.01::適当:1.0:0.01<t>06153:53:個M:1/4:::1.0:53<t>06183:40:個M:4:::1.0:40<t>14001:6.0:大さじ:1/2:::1.0:6.0<t>17138:15:大さじ:1:::1.0:15<t>17036:15:大さじ:1:::1.0:15<t>17002:9.0:大さじ:1/2:::1.0:9.0<t>06312:50:g:50:::1.0:50	#ソロ飯<n>#<n>じゃがいもは一口サイズに切り、耐熱容器に入れる。<n>人参ははじゃがいもよりやや小さめに切り、耐熱容器に入れる。<n>ラップをして電子レンジで500W3分加熱する。<n>玉ねぎは1cm程のくし切り。<n>生のいんげんだったら、5cmほどに切って塩茹でする。<n>牛肉は食べやすい大きさに切る。<n><n>鍋にじゃがいも、人参、玉ねぎ、牛肉、めんつゆ、水を入れ強火で加熱する。<n>沸騰したら中火にして灰汁を取り、落し蓋をして5分ほど煮る。<n>具に火が通ったら、いんげんを入れて火を通す。<n><n>器に盛り付けて仕上げる。	2021-10-25
yo-r-96ba-692c-04df-a7cc	yossy		0	1	1	0	0	吸油量-唐揚げ:タラ (7%)	1	0	100	5	0	0	14006:7.0:g:7.0::吸油量:1.0:7.0<t>02034:7.0:g:7.0::衣:1.0:7.0	参考<n>女子栄養大学出版部<n>調理のためのベーシックデータ　第４版<n>衣：片栗粉7%<n>	2022-03-13
yo-r-97478d5aa55228c28bdf	yossy		0	1	1	0	0	チキンライス	2	7	1	1	0	0	P01007:300:g:300:::1.0:300<t>11221:120:g:120:::1.0:120<t>06153:53:個M:1/4:::1.0:53<t>08031:48:個M:4:::1.0:48<t>06223:2.5:片:1/2:::1.0:2.5<t>06182:150:個M:1:0::1.0:150<t>-:0:0:0:0::1.0:0<t>17138:51:ml:50:::1.0:51<t>17012:3.0:小さじ:1/2:::1.0:3.0<t>17065:0.01:g:0.01::適当:1.0:0.01<t>06238:1.0:g:1::適当:1.0:1.0<t>14006:12:大さじ:1:::1.0:12	#男の子 フライパン バターライス<n>#<n>&yo-r-0e6551ddc7b55bb995bc<n>参照のバターライスを作る。<n>マッシュルームは４つに割る。<n>玉ねぎは繊維に沿って5mm幅にスライス。<n>トマトは1cmの角切り。<n>にんにくはみじん切り。<n>鶏肉は一口大より少し小さめに切る。<n><n>フライパンに油を入れて、鶏肉を皮を下にして置き、中火で焼く。<n>油と水分が出てきたら弱火にし、油と水分をペーパータオルで吸い取る。<n>玉ねぎとマッシュルームを入れて、玉ねぎが透き通るまで炒める。<n>にんにくを入れて、香りが出るまで炒める。<n>お酒を入れてアルコールを蒸発させ、トマト、ちぎったバジル、塩、胡椒を入れて混ぜる。<n>トマトの水分が煮詰まったら、バターライスを入れて、ほぐしながら混ぜ炒める。<n><n>水分が飛んだら器に盛り付けて仕上げる。<n>@上に緑を飾ると見た目によし	2022-08-01
yo-r-9773-3bf6-97a5-907f	yossy		0	1	1	0	0	汁物:味噌汁（味噌、塩分0.6%）	1	0	100	1	0	0	17045:5.0:g:5:::1.0:5.0		2021-04-24
yo-r-97d5-85eb-4361-2610	yossy		0	1	1	0	0	冷製スープパスタ	1	4	1	1	4	0	01063:80:g:80.0::=スパゲッティ:1.0:80<t>P00001:800:カップ:4:::1.0:800<t>17012:6.0:小さじ:1.0:0::0.1:0.6<t>-:0:g:0:0::1.0:0<t>P06001:15:g:15:::1.0:15<t>11181:30:g:30:::1.0:30<t>13035:20:g:20.0::=クリームチーズ:1.0:20<t>06185:100:g:100.0::有塩:1.0:100<t>17012:0.3:g:0.3:::1.0:0.3<t>17065:0.01:g:0.01:::1.0:0.01<t>14001:6.0:大さじ:1/2:::1.0:6.0	#ソロ飯<n>#もっと広い器を使ったほうが良いぞ<n>鍋に水と塩入れて沸かし、スパゲッティを入れて標準時間より1分長く茹でる。<n>茹で上がったスパゲッティは冷水で洗い水気を切り、器に盛り付ける。<n><n>トマトジュースをかけ、塩、胡椒をふって軽く混ぜる。<n>ベビーリーフ、生ハム、適当にちぎったクリームチーズをのせる。<n>オリーブ油をふりかけて仕上げる。	2021-07-09
yo-r-97XzP5Wxr3ls0seBTEoE	yossy		0	1	1	0	0	小田巻き蒸し	2	1	3	4	0	0	01039:100:g:100.0::ゆで:1.0:100<t>06267:40:g:40.0::1本/人:1.0:40<t>10379:20:g:20::2枚/人:1.0:20<t>08039:17:個M:1.0::0.5枚/人:1.0:17<t>12004:90:10:2:0::1.0:90<t>+:-:g:-:0:出汁:-:-<t>P00001:1.5:g:1.5:::1.0:1.5<t>17028:4.0:小さじ:1:::1.0:4.0<t>16023:10:小さじ:2:::1.0:10<t>17008:12:小さじ:2:::1.0:12<t>16025:12:小さじ:2:::1.0:12	#群馬のお教室 大阪 郷土料理<n>出汁を１度煮立たせて、冷ましておく。<n>ほうれん草は茹で、2-3cmに切る。<n>うどんは熱湯で温めて、ほぐす。<n><n>ボウルに卵を割り入れてほぐし、冷めた出汁を混ぜ込み、こす。<n>@熱い出汁を一気に入れると卵が固まるので注意。<n>蒸し茶碗に、具を入れて、卵液を注ぐ。<n>蒸気の上がった蒸し器で蓋を少しずらし8-10分蒸しす。<n><n>熱い内に提供する。	2021-12-24
yo-r-9846-1936-9570-d022	yossy		0	1	1	0	0	きのこの和風パスタ	1	2	1	1	4	0	01063:80:g:80.0::=スパゲッティ:1.0:80<t>11183:40:枚:2:::1.0:40<t>08016:0.1e3:g:0.1e3:::1.0:0.1e3<t>06072:50:g:50:0::1.0:50<t>-:0:g:0:0::1.0:0<t>P00001:300:ml:300:::1.0:300<t>14002:6.0:大さじ:1/2:::1.0:6.0<t>17030:17:大さじ:1:::1.0:17<t>17007:5.9:小さじ:1:::1.0:5.9<t>17073:0.1:g:0.1::=七味唐辛子:1.0:0.1	#ソロ飯 <n>#<n>水菜は5cm長さに切る。<n>しめじは石づきを取り除き、小房に分ける。<n>ベーコンは1.5cm幅に切る。<n><n>フライパンに水、めんつゆ、ごま油を入れて沸騰させる。<n>パスタ、ベーコン、しめじを加え、パスタの表示時間を目安に茹でる。<n>@場合によっては半分に折ってもよし<n>茹で上がったら強火にし、汁気を少し残して飛ばす。<n>醤油を加えて火を止め、水菜を加え、さっと混ぜる。<n><n>器に盛り付け、お好みで七味唐辛子をふって仕上げる。	2022-06-01
yo-r-98bd-8aa5-ba5e-ef90	yossy		0	0	0	0	0	たこ焼き・ベース	1	1	9	0	0	0	01015:120:g:120:::1.0:120<t>13010:6.0:大さじ:1:::1.0:6.0<t>17084:4.0:小さじ:1:::1.0:4.0<t>P17022:4.0:小さじ:1:::1.0:4.0<t>12004:55:個M:1:::1.0:55<t>17008:5.9:小さじ:1:::1.0:5.9<t>P00001:500:ml:500.0:0:冷水:1.0:500<t>-:0:g:0:0::1.0:0	#粉もの　関西<n>#たこ、紅生姜、天かす、ねぎ等を好きに入れましょう。<n>	2023-04-27
yo-r-98yNDSZvUrnDoFMBUOEf	yossy		0	1	1	0	0	牡蛎のアヒージョ	2	7	2	1	0	0	10292:0.1e3:g:0.1e3:::1.0:0.1e3<t>08025:40:g:40:::1.0:40<t>10415:30:g:30:::1.0:30<t>06249:20:g:20:::1.0:20<t>06183:20:g:20:::1.0:20<t>06223:6.0:g:6:::1.0:6.0<t>06172:0.4:g:0.4:::1.0:0.4<t>-:-:g:-:0:-:-:-<t>14001:0.1e3:g:0.1e3:::1.0:0.1e3<t>17012:0.6:g:0.6:::1.0:0.6<t>17065:0.01:g:0.01::適当:1.0:0.01<t>-:-:g:-:0:-:-:-<t>01031:40:g:40:::1.0:40<t>06239:1.0:g:1.0::適当:1.0:1.0	#スペイン<n>#<n>かきは塩水でよく洗う。<n>エリンギ、パプリカは食べやすいサイズに切る。<n>にんにくは薄切りにする。<n>唐辛子は種を取り輪切りにする。<n>ミニトマトはヘタを取る。<n>パセリはみじん切りにする。<n>バケットは食べやすいように切り分ける。<n><n>小鍋に食材とオリーブオイル、塩、胡椒を入れて食材に火が通るまで加熱する。<n>@オーブンでやっても良いが、加熱条件は不明<n><n>器に盛り付けて、バケットを添えて仕上げる。	2021-10-03
yo-r-9a8d-9132-f851-be8f	yossy		0	0	0	1	0	ローストチキン　ハニーマスタード	2	7	2	9	0	0	11221:200:g:200.0::骨付き:1.0:200<t>17012:2.0:g:2:0::1.0:2.0<t>17065:0.1:g:0.1:0:適当:1.0:0.1<t>-:0:g:0:0::1.0:0<t>03022:20:g:20:::1.0:20<t>17060:20:g:20:::1.0:20<t>16010:15:大さじ:1:::1.0:15<t>14001:18:大さじ:1.5:::1.0:18<t>-:0:g:0:0::1.0:0<t>06223:8.0:g:8:0::1.0:8.0<t>06153:53:個M:1/4:::1.0:53<t>02063:50:g:50:0::1.0:50<t>06077:2.0:g:2:::1.0:2.0	#クリスマス<n>#<n>	2023-04-27
yo-r-9ad73d4df860d43b6acf	yossy		0	1	1	0	0	ボロネーゼ	2	4	1	1	0	0	01064:396:g(乾燥):180::=タリアレッテ:1.0:396<t>P17037:380:g:380:::1.0:380<t>P17003:15:大さじ:1.0::適当:1.0:15<t>13038:10:g:10.0::適当:1.0:10<t>14001:4.0:小さじ:1.0::適当:1.0:4.0	#男の子<n>#<n>&yo-r-cc5800b62434214aab2f<n>たっぷりのお湯（塩分1.2%）でパスタを茹でる。<n>フライパンにボロネーゼソースを入れて温める。<n>ソースの塩味を確認して、足りなければ茹で汁を加えて調節する<n>アルデンテに茹でたパスタを加え絡める。<n>粉チーズとオリーブオイルを入れ、全体に和える。<n><n>器に盛り付けて仕上げる	2022-11-23
yo-r-9BaWM27otxudh4fWBkKU	yossy		0	1	1	0	0	ジャーマンポテト	2	2	2	3	0	0	11129:0.1e3:g:0.1e3:::1.0:0.1e3<t>02017:200:g:200:::1.0:200<t>06153:100:g:100:::1.0:100<t>06223:4.0:g:4:::1.0:4.0<t>06239:2.0:g:2.0::適当:1.0:2.0<t>17012:3.0:小さじ:1/2:::1.0:3.0<t>17065:0.01:g:0.01::適当:1.0:0.01<t>14006:12:大さじ:1:::1.0:12	#群馬のお教室<n>#<n>じゃが芋は皮付きのままよく洗い、ラップで包み、電子レンジ500W5分加熱する。<n>皮のついた状態で、くし形に切る。<n>玉ねぎ、にんにくは薄切り。<n>豚バラ肉は3cm幅に切る。<n><n>フライパンに油を入れを熱し、豚肉を炒める。<n>にんにく、玉ねぎを入れて炒める。<n>じゃが芋を入れて炒める<n>塩、胡椒で味付けし、パセリをちぎって入れ混ぜ合わせる。<n><n>器に盛り付けて仕上げる。	2021-10-21
yo-r-9e84abc145af1701a859	yossy		0	1	1	0	0	タコとワカメの酢の物	2	1	3	6	0	0	10432:100:g:100.0::ゆでダコ可:1.0:100<t>09045:50:g:50:::1.0:50<t>06065:100:本M:1:0::1.0:100<t>+::::0:2%塩水:1.0:<t>17012:5.0:g:5.0:::0.2:1.0<t>P00001:400:カップ:2.0:0::0.2:80<t>+::::0:かけ酢:1.0:<t>17015:20:g:20.0:::0.2:4.0<t>P00001:50:g:50.0:::0.2:10<t>P17025:10:g:10.0:::0.2:2.0	#男の子 和食<n>#<n>&yo-r-aca3-d0fb-1626-9855<n>かけ酢を合わせておく。<n>きゅうりは蛇腹に切り、一口大に切り、2%塩水に浸けておく。<n>@蛇腹：きゅうりの裏と表に斜め45度に細かく半分まで包丁を入れる。<n>わかめはさっと茹で、冷水にとり、水気を取る。<n><n>タコは表面のぬめりを粗塩で落とし、棒で叩き柔らかくする。<n>複数の串で刺し、表面を強火で炙り少し焦げ目をつけ、氷水に浸けて冷ます。<n>水気を取り、表面に細かく切れ目を入れた後、薄切りにする。<n><n>器にたこ、わかめ、水気を絞ったきゅうりを盛り付け、かけ酢を回しかけ仕上げる。<n>#写真はまだこの茹でだこ	2022-08-02
