name	sex	period_class	reriods	reriode	EAR	RDA	AI	UL	unit	DG_min	DG_max	DG_unit
FOL	1	y	10	11	160	190		700	ug/day			
FOL	1	y	12	14	200	240		900	ug/day			
FOL	1	y	15	17	200	240		900	ug/day			
FOL	1	y	18	29	200	240		900	ug/day			
FOL	1	y	30	49	200	240		1000	ug/day			
FOL	1	y	50	64	200	240		1000	ug/day			
FOL	1	y	65	74	200	240		900	ug/day			
FOL	1	y	75	999	200	240		900	ug/day			
FOL	1	p	0	15					ug/day			
FOL	1	p	16	27	+200	+240			ug/day			
FOL	1	p	28	99	+200	+240			ug/day			
FOL	1	l			+80	+100			ug/day			
PANTAC	0	m	0	5			4		mg/day			
PANTAC	0	m	6	11			5		mg/day			
PANTAC	0	y	1	2			3		mg/day			
PANTAC	0	y	3	5			4		mg/day			
PANTAC	0	y	6	7			5		mg/day			
PANTAC	0	y	8	9			6		mg/day			
PANTAC	0	y	10	11			6		mg/day			
PANTAC	0	y	12	14			7		mg/day			
PANTAC	0	y	15	17			7		mg/day			
PANTAC	0	y	18	29			5		mg/day			
PANTAC	0	y	30	49			5		mg/day			
PANTAC	0	y	50	64			6		mg/day			
PANTAC	0	y	65	74			6		mg/day			
PANTAC	0	y	75	999			6		mg/day			
PANTAC	1	m	0	5			4		mg/day			
PANTAC	1	m	6	11			5		mg/day			
PANTAC	1	y	1	2			4		mg/day			
PANTAC	1	y	3	5			4		mg/day			
PANTAC	1	y	6	7			5		mg/day			
PANTAC	1	y	8	9			5		mg/day			
PANTAC	1	y	10	11			6		mg/day			
PANTAC	1	y	12	14			6		mg/day			
PANTAC	1	y	15	17			6		mg/day			
PANTAC	1	y	18	29			5		mg/day			
PANTAC	1	y	30	49			5		mg/day			
PANTAC	1	y	50	64			5		mg/day			
PANTAC	1	y	65	74			5		mg/day			
PANTAC	1	y	75	999			5		mg/day			
PANTAC	1	p	0	15			5		mg/day			
PANTAC	1	p	16	27			5		mg/day			
PANTAC	1	p	28	99			5		mg/day			
PANTAC	1	l					6		mg/day			
BIOT	0	m	0	5			4		ug/day			
BIOT	0	m	6	11			5		ug/day			
BIOT	0	y	1	2			20		ug/day			
BIOT	0	y	3	5			20		ug/day			
BIOT	0	y	6	7			30		ug/day			
BIOT	0	y	8	9			30		ug/day			
BIOT	0	y	10	11			40		ug/day			
BIOT	0	y	12	14			50		ug/day			
BIOT	0	y	15	17			50		ug/day			
BIOT	0	y	18	29			50		ug/day			
BIOT	0	y	30	49			50		ug/day			
BIOT	0	y	50	64			50		ug/day			
BIOT	0	y	65	74			50		ug/day			
BIOT	0	y	75	999			50		ug/day			
BIOT	1	m	0	5			4		ug/day			
BIOT	1	m	6	11			5		ug/day			
BIOT	1	y	1	2			20		ug/day			
BIOT	1	y	3	5			20		ug/day			
BIOT	1	y	6	7			30		ug/day			
BIOT	1	y	8	9			30		ug/day			
BIOT	1	y	10	11			40		ug/day			
BIOT	1	y	12	14			50		ug/day			
BIOT	1	y	15	17			50		ug/day			
BIOT	1	y	18	29			50		ug/day			
BIOT	1	y	30	49			50		ug/day			
BIOT	1	y	50	64			50		ug/day			
BIOT	1	y	65	74			50		ug/day			
BIOT	1	y	75	999			50		ug/day			
BIOT	1	p	0	15			50		ug/day			
BIOT	1	p	16	27			50		ug/day			
BIOT	1	p	28	99			50		ug/day			
BIOT	1	l					50		ug/day			
VITC	0	m	0	5			40		mg/day			
VITC	0	m	6	11			40		mg/day			
VITC	0	y	1	2	35	40			mg/day			
VITC	0	y	3	5	40	50			mg/day			
VITC	0	y	6	7	50	60			mg/day			
VITC	0	y	8	9	60	70			mg/day			
VITC	0	y	10	11	70	85			mg/day			
VITC	0	y	12	14	85	100			mg/day			
VITC	0	y	15	17	85	100			mg/day			
VITC	0	y	18	29	85	100			mg/day			
VITC	0	y	30	49	85	100			mg/day			
VITC	0	y	50	64	85	100			mg/day			
VITC	0	y	65	74	80	100			mg/day			
VITC	0	y	75	999	80	100			mg/day			
VITC	1	m	0	5			40		mg/day			
VITC	1	m	6	11			40		mg/day			
VITC	1	y	1	2	35	40			mg/day			
VITC	1	y	3	5	40	50			mg/day			
VITC	1	y	6	7	50	60			mg/day			
VITC	1	y	8	9	60	70			mg/day			
VITC	1	y	10	11	70	85			mg/day			
VITC	1	y	12	14	85	100			mg/day			
VITC	1	y	15	17	85	100			mg/day			
VITC	1	y	18	29	85	100			mg/day			
VITC	1	y	30	49	85	100			mg/day			
VITC	1	y	50	64	85	100			mg/day			
VITC	1	y	65	74	80	100			mg/day			
VITC	1	y	75	999	80	100			mg/day			
VITC	1	p	0	15	+10	+10			mg/day			
VITC	1	p	16	27	+10	+10			mg/day			
VITC	1	p	28	99	+10	+10			mg/day			
VITC	1	l			+40	+45			mg/day			
NA	0	m	0	5			100		mg/day			
NA	0	m	6	11			600		mg/day			
NA	0	y	1	2					mg/day			
NA	0	y	3	5					mg/day			
NA	0	y	6	7					mg/day			
NA	0	y	8	9					mg/day			
NA	0	y	10	11					mg/day			
NA	0	y	12	14					mg/day			
NA	0	y	15	17					mg/day			
NA	0	y	18	29	600				mg/day			
NA	0	y	30	49	600				mg/day			
NA	0	y	50	64	600				mg/day			
NA	0	y	65	74	600				mg/day			
NA	0	y	75	999	600				mg/day			
NA	1	m	0	5			100		mg/day			
NA	1	m	6	11			600		mg/day			
NA	1	y	1	2					mg/day			
NA	1	y	3	5					mg/day			
NA	1	y	6	7					mg/day			
NA	1	y	8	9					mg/day			
NA	1	y	10	11					mg/day			
NA	1	y	12	14					mg/day			
NA	1	y	15	17					mg/day			
NA	1	y	18	29	600				mg/day			
NA	1	y	30	49	600				mg/day			
NA	1	y	50	64	600				mg/day			
NA	1	y	65	74	600				mg/day			
NA	1	y	75	999	600				mg/day			
NA	1	p	0	15	600				mg/day			
NA	1	p	16	27	600				mg/day			
NA	1	p	28	99	600				mg/day			
NA	1	l			600				mg/day			
NACL_EQ	0	m	0	5			0.3		g/day			
NACL_EQ	0	m	6	11			1.5		g/day			
NACL_EQ	0	y	1	2					g/day		3.0	g/day
NACL_EQ	0	y	3	5					g/day		3.5	g/day
NACL_EQ	0	y	6	7					g/day		4.5	g/day
NACL_EQ	0	y	8	9					g/day		5.0	g/day
NACL_EQ	0	y	10	11					g/day		6.0	g/day
NACL_EQ	0	y	12	14					g/day		7.0	g/day
NACL_EQ	0	y	15	17					g/day		7.5	g/day
NACL_EQ	0	y	18	29	1.5				g/day		7.5	g/day
NACL_EQ	0	y	30	49	1.5				g/day		7.5	g/day
NACL_EQ	0	y	50	64	1.5				g/day		7.5	g/day
NACL_EQ	0	y	65	74	1.5				g/day		7.5	g/day
NACL_EQ	0	y	75	999	1.5				g/day		7.5	g/day
NACL_EQ	1	m	0	5			0.3		g/day			
NACL_EQ	1	m	6	11			1.5		g/day			
NACL_EQ	1	y	1	2					g/day		3.0	g/day
NACL_EQ	1	y	3	5					g/day		3.5	g/day
NACL_EQ	1	y	6	7					g/day		4.5	g/day
NACL_EQ	1	y	8	9					g/day		5.0	g/day
NACL_EQ	1	y	10	11					g/day		6.0	g/day
NACL_EQ	1	y	12	14					g/day		6.5	g/day
NACL_EQ	1	y	15	17					g/day		6.5	g/day
NACL_EQ	1	y	18	29	1.5				g/day		6.5	g/day
NACL_EQ	1	y	30	49	1.5				g/day		6.5	g/day
NACL_EQ	1	y	50	64	1.5				g/day		6.5	g/day
NACL_EQ	1	y	65	74	1.5				g/day		6.5	g/day
NACL_EQ	1	y	75	999	1.5				g/day		6.5	g/day
NACL_EQ	1	p	0	15	1.5				g/day		6.5	g/day
NACL_EQ	1	p	16	27	1.5				g/day		6.5	g/day
NACL_EQ	1	p	28	99	1.5				g/day		6.5	g/day
NACL_EQ	1	l			1.5				g/day		6.5	g/day
K	0	m	0	5			400		mg/day			
K	0	m	6	11			700		mg/day			
K	0	y	1	2			900		mg/day			
K	0	y	3	5			1000		mg/day	1400		mg/day
K	0	y	6	7			1300		mg/day	1800		mg/day
K	0	y	8	9			1500		mg/day	2000		mg/day
K	0	y	10	11			1800		mg/day	2200		mg/day
K	0	y	12	14			2300		mg/day	2400		mg/day
K	0	y	15	17			2700		mg/day	3000		mg/day
K	0	y	18	29			2500		mg/day	3000		mg/day
K	0	y	30	49			2500		mg/day	3000		mg/day
K	0	y	50	64			2500		mg/day	3000		mg/day
K	0	y	65	74			2500		mg/day	3000		mg/day
K	0	y	75	999			2500		mg/day	3000		
K	1	m	0	5			400		mg/day			
K	1	m	6	11			700		mg/day			
K	1	y	1	2			900		mg/day			
K	1	y	3	5			1000		mg/day	1400		mg/day
K	1	y	6	7			1200		mg/day	1800		mg/day
K	1	y	8	9			1500		mg/day	2000		mg/day
K	1	y	10	11			1800		mg/day	2000		mg/day
K	1	y	12	14			1900		mg/day	2400		mg/day
K	1	y	15	17			2000		mg/day	2600		mg/day
K	1	y	18	29			2000		mg/day	2600		mg/day
K	1	y	30	49			2000		mg/day	2600		mg/day
K	1	y	50	64			2000		mg/day	2600		mg/day
K	1	y	65	74			2000		mg/day	2600		mg/day
K	1	y	75	999			2000		mg/day	2600		mg/day
K	1	p	0	15			2000		mg/day	2600		mg/day
K	1	p	16				2000		mg/day	2600		mg/day
K	1	p	28	99			2000		mg/day	2600		mg/day
K	1	l					2200		mg/day	2600		mg/day
CA	0	m	0	5			200		mg/day			
CA	0	m	6	11			250		mg/day			
CA	0	y	1	2	350	450			mg/day			
CA	0	y	3	5	500	600			mg/day			
CA	0	y	6	7	500	600			mg/day			
CA	0	y	8	9	550	650			mg/day			
CA	0	y	10	11	600	700			mg/day			
CA	0	y	12	14	850	1000			mg/day			
CA	0	y	15	17	650	800			mg/day			
CA	0	y	18	29	650	800		2500	mg/day			
CA	0	y	30	49	600	750		2500	mg/day			
CA	0	y	50	64	600	750		2500	mg/day			
CA	0	y	65	74	600	750		2500	mg/day			
CA	0	y	75	999	600	750		2500	mg/day			
CA	1	m	0	5			200		mg/day			
CA	1	m	6	11			250		mg/day			
CA	1	y	1	2	350	400			mg/day			
CA	1	y	3	5	450	550			mg/day			
CA	1	y	6	7	450	550			mg/day			
CA	1	y	8	9	600	750			mg/day			
CA	1	y	10	11	600	750			mg/day			
CA	1	y	12	14	700	800			mg/day			
CA	1	y	15	17	550	650			mg/day			
CA	1	y	18	29	550	650		2500	mg/day			
CA	1	y	30	49	550	650		2500	mg/day			
CA	1	y	50	64	550	650		2500	mg/day			
CA	1	y	65	74	550	650		2500	mg/day			
CA	1	y	75	999	500	600		2500	mg/day			
CA	1	p	0	15					mg/day			
CA	1	p	16	27					mg/day			
CA	1	p	28	99					mg/day			
CA	1	l							mg/day			
MG	0	m	0	5			20		mg/day			
MG	0	m	6	11			60		mg/day			
MG	0	y	1	2	60	70			mg/day			
MG	0	y	3	5	80	100			mg/day			
MG	0	y	6	7	110	130			mg/day			
MG	0	y	8	9	140	170			mg/day			
MG	0	y	10	11	180	210			mg/day			
MG	0	y	12	14	250	290			mg/day			
MG	0	y	15	17	300	360			mg/day			
MG	0	y	18	29	280	340			mg/day			
MG	0	y	30	49	310	370			mg/day			
MG	0	y	50	64	310	370			mg/day			
MG	0	y	65	74	290	350			mg/day			
MG	0	y	75	999	270	320			mg/day			
MG	1	m	0	5			20		mg/day			
MG	1	m	6	11			60		mg/day			
MG	1	y	1	2	60	70			mg/day			
MG	1	y	3	5	80	100			mg/day			
MG	1	y	6	7	110	130			mg/day			
MG	1	y	8	9	140	160			mg/day			
MG	1	y	10	11	180	220			mg/day			
MG	1	y	12	14	240	290			mg/day			
MG	1	y	15	17	260	310			mg/day			
MG	1	y	18	29	230	270			mg/day			
MG	1	y	30	49	240	290			mg/day			
MG	1	y	50	64	240	290			mg/day			
MG	1	y	65	74	230	280			mg/day			
MG	1	y	75	999	220	260			mg/day			
MG	1	p	0	15	+30	+40			mg/day			
MG	1	p	16	27	+30	+40			mg/day			
MG	1	p	28	99	+30	+40			mg/day			
MG	1	l							mg/day			
P	0	m	0	5			120		mg/day			
P	0	m	6	11			260		mg/day			
P	0	y	1	2			500		mg/day			
P	0	y	3	5			700		mg/day			
P	0	y	6	7			900		mg/day			
P	0	y	8	9			1000		mg/day			
P	0	y	10	11			1100		mg/day			
P	0	y	12	14			1200		mg/day			
P	0	y	15	17			1200		mg/day			
P	0	y	18	29			1000	3000	mg/day			
P	0	y	30	49			1000	3000	mg/day			
P	0	y	50	64			1000	3000	mg/day			
P	0	y	65	74			1000	3000	mg/day			
P	0	y	75	999			1000	3000	mg/day			
P	1	m	0	5			120		mg/day			
P	1	m	6	11			260		mg/day			
P	1	y	1	2			500		mg/day			
P	1	y	3	5			700		mg/day			
P	1	y	6	7			800		mg/day			
P	1	y	8	9			1000		mg/day			
P	1	y	10	11			1000		mg/day			
P	1	y	12	14			1000		mg/day			
P	1	y	15	17			900		mg/day			
P	1	y	18	29			800		mg/day			
P	1	y	30	49			800		mg/day			
P	1	y	50	64			800		mg/day			
P	1	y	65	74			800		mg/day			
P	1	y	75	999			800		mg/day			
P	1	p	0	15			800		mg/day			
P	1	p	16	27			800		mg/day			
P	1	p	28	99			800		mg/day			
P	1	l					800		mg/day			
FE	0	m	0	5			0.5		mg/day			
FE	0	m	6	11	3.5	5.0			mg/day			
FE	0	y	1	2	3.0	4.5		25	mg/day			
FE	0	y	3	5	4.0	5.5		25	mg/day			
FE	0	y	6	7	5.0	5.5		30	mg/day			
FE	0	y	8	9	6.0	7.0		35	mg/day			
FE	0	y	10	11	7.0	8.5		35	mg/day			
FE	0	y	12	14	8.0	10.0		40	mg/day			
FE	0	y	15	17	8.0	10.0		50	mg/day			
FE	0	y	18	29	6.5	7.5		50	mg/day			
FE	0	y	30	49	6.5	7.5		50	mg/day			
FE	0	y	50	64	6.5	7.5		50	mg/day			
FE	0	y	65	74	6.0	7.5		50	mg/day			
FE	0	y	75	999	6.0	7.0		50	mg/day			
FE	1	m	0	5			0.5		mg/day			
FE	1	m	6	11	3.5	4.5			mg/day			
FE	1	y	1	2	3.0	4.5		20	mg/day			
FE	1	y	3	5	4.0	5.5		25	mg/day			
FE	1	y	6	7	4.5	5.5		30	mg/day			
FE	1	y	8	9	6.0	7.5		35	mg/day			
FE	1	y	10	11	7.0	8.5		35	mg/day			
FE	1	y	12	14	7.0	8.5		40	mg/day			
FE	1	y	15	17	5.5	7.0		40	mg/day			
FE	1	y	18	29	5.5	6.5		40	mg/day			
FE	1	y	30	49	5.5	6.5		40	mg/day			
FE	1	y	50	64	5.5	6.5		40	mg/day			
FE	1	y	65	74	5.0	6.0		40	mg/day			
FE	1	y	75	999	5.0	6.0		40	mg/day			
FE	1	p	0	15	+2.0	+2.5			mg/day			
FE	1	p	16	27	+8.0	+9.5			mg/day			
FE	1	p	28	99	+8.0	+9.5			mg/day			
FE	1	l			+2.0	+2.5			mg/day			
FE_M	1	m	0	5			0.5		mg/day			
FE_M	1	m	6	11					mg/day			
FE_M	1	y	1	2				20	mg/day			
FE_M	1	y	3	5				25	mg/day			
FE_M	1	y	6	7				30	mg/day			
FE_M	1	y	8	9				35	mg/day			
FE_M	1	y	10	11	10.0	12.0		35	mg/day			
FE_M	1	y	12	14	10.0	12.0		40	mg/day			
FE_M	1	y	15	17	8.5	10.5		40	mg/day			
FE_M	1	y	18	29	8.5	10.5		40	mg/day			
FE_M	1	y	30	49	9.0	10.5		40	mg/day			
FE_M	1	y	50	64	9.0	11.0		40	mg/day			
FE_M	1	y	65	74				40	mg/day			
FE_M	1	y	75	999				40	mg/day			
FE_M	1	p	0	15					mg/day			
FE_M	1	p	16	27					mg/day			
FE_M	1	p	28	99					mg/day			
FE_M	1	l							mg/day			
ZN	0	m	0	5			2		mg/day			
ZN	0	m	6	11			3		mg/day			
ZN	0	y	1	2	3	3			mg/day			
ZN	0	y	3	5	3	4			mg/day			
ZN	0	y	6	7	4	5			mg/day			
ZN	0	y	8	9	5	6			mg/day			
ZN	0	y	10	11	6	7			mg/day			
ZN	0	y	12	14	9	10			mg/day			
ZN	0	y	15	17	10	12			mg/day			
ZN	0	y	18	29	9	11		40	mg/day			
ZN	0	y	30	49	9	11		45	mg/day			
ZN	0	y	50	64	9	11		45	mg/day			
ZN	0	y	65	74	9	11		40	mg/day			
ZN	0	y	75	999	9	10		40	mg/day			
ZN	1	m	0	5			2		mg/day			
ZN	1	m	6	11			3		mg/day			
ZN	1	y	1	2	2	3			mg/day			
ZN	1	y	3	5	3	3			mg/day			
ZN	1	y	6	7	3	4			mg/day			
ZN	1	y	8	9	4	5			mg/day			
ZN	1	y	10	11	5	6			mg/day			
ZN	1	y	12	14	7	8			mg/day			
ZN	1	y	15	17	7	8			mg/day			
ZN	1	y	18	29	7	8		35	mg/day			
ZN	1	y	30	49	7	8		35	mg/day			
ZN	1	y	50	64	7	8		35	mg/day			
ZN	1	y	65	74	7	8		35	mg/day			
ZN	1	y	75	999	6	8		30	mg/day			
ZN	1	p	0	15	+1	+2			mg/day			
ZN	1	p	16	27	+1	+2			mg/day			
ZN	1	p	28	99	+1	+2			mg/day			
ZN	1	l			+3	+4			mg/day			
CU	0	m	0	5			0.3		mg/day			
CU	0	m	6	11			0.3		mg/day			
CU	0	y	1	2	0.3	0.3			mg/day			
CU	0	y	3	5	0.3	0.4			mg/day			
CU	0	y	6	7	0.4	0.4			mg/day			
CU	0	y	8	9	0.4	0.5			mg/day			
CU	0	y	10	11	0.5	0.6			mg/day			
CU	0	y	12	14	0.7	0.8			mg/day			
CU	0	y	15	17	0.8	0.9			mg/day			
CU	0	y	18	29	0.7	0.9		7	mg/day			
CU	0	y	30	49	0.7	0.9		7	mg/day			
CU	0	y	50	64	0.7	0.9		7	mg/day			
CU	0	y	65	74	0.7	0.9		7	mg/day			
CU	0	y	75	999	0.7	0.8		7	mg/day			
CU	1	m	0	5			0.3		mg/day			
CU	1	m	6	11			0.3		mg/day			
CU	1	y	1	2	0.2	0.3			mg/day			
CU	1	y	3	5	0.3	0.3			mg/day			
CU	1	y	6	7	0.4	0.4			mg/day			
CU	1	y	8	9	0.4	0.5			mg/day			
CU	1	y	10	11	0.5	0.6			mg/day			
CU	1	y	12	14	0.6	0.8			mg/day			
CU	1	y	15	17	0.6	0.7			mg/day			
CU	1	y	18	29	0.6	0.7		7	mg/day			
CU	1	y	30	49	0.6	0.7		7	mg/day			
CU	1	y	50	64	0.6	0.7		7	mg/day			
CU	1	y	65	74	0.6	0.7		7	mg/day			
CU	1	y	75	999	0.6	0.7		7	mg/day			
CU	1	p	0	15	+0.1	+0.1			mg/day			
CU	1	p	16	27	+0.1	+0.1			mg/day			
CU	1	p	28	99	+0.1	+0.1			mg/day			
CU	1	l			+0.5	+0.6			mg/day			
MN	0	m	0	5			0.01		mg/day			
MN	0	m	6	11			0.5		mg/day			
MN	0	y	1	2			1.5		mg/day			
MN	0	y	3	5			1.5		mg/day			
MN	0	y	6	7			2.0		mg/day			
MN	0	y	8	9			2.5		mg/day			
MN	0	y	10	11			3.0		mg/day			
MN	0	y	12	14			4.0		mg/day			
MN	0	y	15	17			4.5		mg/day			
MN	0	y	18	29			4.0	11	mg/day			
MN	0	y	30	49			4.0	11	mg/day			
MN	0	y	50	64			4.0	11	mg/day			
MN	0	y	65	74			4.0	11	mg/day			
MN	0	y	75	999			4.0	11	mg/day			
MN	1	m	0	5			0.01		mg/day			
MN	1	m	6	11			0.5		mg/day			
MN	1	y	1	2			1.5		mg/day			
MN	1	y	3	5			1.5		mg/day			
MN	1	y	6	7			2.0		mg/day			
MN	1	y	8	9			2.5		mg/day			
MN	1	y	10	11			3.0		mg/day			
MN	1	y	12	14			4.0		mg/day			
MN	1	y	15	17			3.5		mg/day			
MN	1	y	18	29			3.5	11	mg/day			
MN	1	y	30	49			3.5	11	mg/day			
MN	1	y	50	64			3.5	11	mg/day			
MN	1	y	65	74			3.5	11	mg/day			
MN	1	y	75	999			3.5	11	mg/day			
MN	1	p	0	15			3.5		mg/day			
MN	1	p	16	27			3.5		mg/day			
MN	1	p	28	99			3.5		mg/day			
MN	1	l					3.5		mg/day			
ID	0	m	0	5			100	250	ug/day			
ID	0	m	6	11			130	250	ug/day			
ID	0	y	1	2	35	50		300	ug/day			
ID	0	y	3	5	45	60		400	ug/day			
ID	0	y	6	7	55	75		550	ug/day			
ID	0	y	8	9	65	90		700	ug/day			
ID	0	y	10	11	80	110		900	ug/day			
ID	0	y	12	14	95	140		2000	ug/day			
ID	0	y	15	17	100	140		3000	ug/day			
ID	0	y	18	29	95	130		3000	ug/day			
ID	0	y	30	49	95	130		3000	ug/day			
ID	0	y	50	64	95	130		3000	ug/day			
ID	0	y	65	74	95	130		3000	ug/day			
ID	0	y	75	999	95	130		3000	ug/day			
ID	1	m	0	5			100	250	ug/day			
ID	1	m	6	11			130	250	ug/day			
ID	1	y	1	2	35	50		300	ug/day			
ID	1	y	3	5	45	60		400	ug/day			
ID	1	y	6	7	55	75		550	ug/day			
ID	1	y	8	9	65	90		700	ug/day			
ID	1	y	10	11	80	110		900	ug/day			
ID	1	y	12	14	95	140		2000	ug/day			
ID	1	y	15	17	100	140		3000	ug/day			
ID	1	y	18	29	95	130		3000	ug/day			
ID	1	y	30	49	95	130		3000	ug/day			
ID	1	y	50	64	95	130		3000	ug/day			
ID	1	y	65	74	95	130		3000	ug/day			
ID	1	y	75	999	95	130		3000	ug/day			
ID	1	p	0	15	+75	+110		2000	ug/day			
ID	1	p	16	27	+75	+110		2000	ug/day			
ID	1	p	28	99	+75	+110		2000	ug/day			
ID	1	l			+100	+140		2000	ug/day			
SE	0	m	0	5			15		ug/day			
SE	0	m	6	11			15		ug/day			
SE	0	y	1	2	10	10		100	ug/day			
SE	0	y	3	5	10	15		100	ug/day			
SE	0	y	6	7	15	15		150	ug/day			
SE	0	y	8	9	15	20		200	ug/day			
SE	0	y	10	11	20	25		250	ug/day			
SE	0	y	12	14	25	30		350	ug/day			
SE	0	y	15	17	30	35		400	ug/day			
SE	0	y	18	29	25	30		450	ug/day			
SE	0	y	30	49	25	30		450	ug/day			
SE	0	y	50	64	25	30		450	ug/day			
SE	0	y	65	74	25	30		450	ug/day			
SE	0	y	75	999	25	30		400	ug/day			
SE	1	m	0	5			15		ug/day			
SE	1	m	6	11			15		ug/day			
SE	1	y	1	2	10	10		100	ug/day			
SE	1	y	3	5	10	10		100	ug/day			
SE	1	y	6	7	15	15		150	ug/day			
SE	1	y	8	9	15	20		200	ug/day			
SE	1	y	10	11	20	25		250	ug/day			
SE	1	y	12	14	25	30		300	ug/day			
SE	1	y	15	17	20	25		350	ug/day			
SE	1	y	18	29	20	25		350	ug/day			
SE	1	y	30	49	20	25		350	ug/day			
SE	1	y	50	64	20	25		350	ug/day			
SE	1	y	65	74	20	25		350	ug/day			
SE	1	y	75	999	20	25		350	ug/day			
SE	1	p	0	15	+5	+5			ug/day			
SE	1	p	16	27	+5	+5			ug/day			
SE	1	p	28	99	+5	+5			ug/day			
SE	1	l			+15	+20			ug/day			
CR	0	m	0	5			0.8		ug/day			
CR	0	m	6	11			1.0		ug/day			
CR	0	y	1	2					ug/day			
CR	0	y	3	5					ug/day			
CR	0	y	6	7					ug/day			
CR	0	y	8	9					ug/day			
CR	0	y	10	11					ug/day			
CR	0	y	12	14					ug/day			
CR	0	y	15	17					ug/day			
CR	0	y	18	29			10	500	ug/day			
CR	0	y	30	49			10	500	ug/day			
CR	0	y	50	64			10	500	ug/day			
CR	0	y	65	74			10	500	ug/day			
CR	0	y	75	999			10	500	ug/day			
CR	1	m	0	5			0.8		ug/day			
CR	1	m	6	11			1.0		ug/day			
CR	1	y	1	2					ug/day			
CR	1	y	3	5					ug/day			
CR	1	y	6	7					ug/day			
CR	1	y	8	9					ug/day			
CR	1	y	10	11					ug/day			
CR	1	y	12	14					ug/day			
CR	1	y	15	17					ug/day			
CR	1	y	18	29			10	500	ug/day			
CR	1	y	30	49			10	500	ug/day			
CR	1	y	50	64			10	500	ug/day			
CR	1	y	65	74			10	500	ug/day			
CR	1	y	75	999			10	500	ug/day			
CR	1	p	0	15			10		ug/day			
CR	1	p	16	27			10		ug/day			
CR	1	p	28	99			10		ug/day			
CR	1	l					10		ug/day			
MO	0	m	0	5			2		ug/day			
MO	0	m	6	11			5		ug/day			
MO	0	y	1	2	10	10			ug/day			
MO	0	y	3	5	10	10			ug/day			
MO	0	y	6	7	10	15			ug/day			
MO	0	y	8	9	15	20			ug/day			
MO	0	y	10	11	15	20			ug/day			
MO	0	y	12	14	20	25			ug/day			
MO	0	y	15	17	25	30			ug/day			
MO	0	y	18	29	20	30		600	ug/day			
MO	0	y	30	49	25	30		600	ug/day			
MO	0	y	50	64	25	30		600	ug/day			
MO	0	y	65	74	20	30		600	ug/day			
MO	0	y	75	999	20	25		600	ug/day			
MO	1	m	0	5			2		ug/day			
MO	1	m	6	11			5		ug/day			
MO	1	y	1	2	10	10			ug/day			
MO	1	y	3	5	10	10			ug/day			
MO	1	y	6	7	10	15			ug/day			
MO	1	y	8	9	15	15			ug/day			
MO	1	y	10	11	15	20			ug/day			
MO	1	y	12	14	20	25			ug/day			
MO	1	y	15	17	20	25			ug/day			
MO	1	y	18	29	20	25		500	ug/day			
MO	1	y	30	49	20	25		500	ug/day			
MO	1	y	50	64	20	25		500	ug/day			
MO	1	y	65	74	20	25		500	ug/day			
MO	1	y	75	999	20	25		500	ug/day			
MO	1	p	0	15					ug/day			
MO	1	p	16	27					ug/day			
MO	1	p	28	99					ug/day			
MO	1	l			+3	+3			ug/day			
